Instrument:,RS41,Measurement End Time:,"06/27/2024, 09:50:32",NCAR RS41 sensor on Strateole 2 Super Pressure Balloons
valid,unix_time,air_temp_degC,humdity_percent,humidity_sensor_temp,pres_mb,module_error,rs41_rh_percent,wv_mixing_ratio_ppmv
1,1719481771,-22.189999999999998,47.25,-17.549999999999997,418.28,0,70.42973105874928,1750.9788287870517
1,1719481772,-22.11,48.15,-17.75,418.66,0,70.07667274143809,1752.8874195974754
1,1719481773,-22.019999999999996,48.9,-17.989999999999995,419.4,0,69.19074266908744,1741.3432428670194
1,1719481774,-21.909999999999997,49.84,-18.129999999999995,419.86,0,69.02135800862698,1752.000691011785
1,1719481775,-21.849999999999994,50.38,-18.150000000000006,420.32,0,69.28612027252538,1766.0745499533336
1,1719481776,-21.730000000000004,50.72,-18.120000000000005,420.98,0,69.20091625689098,1779.7477885847277
1,1719481777,-21.650000000000006,50.77,-18.019999999999996,421.44,0,69.3713667474165,1794.7167806866028
1,1719481778,-21.540000000000006,50.52,-17.849999999999994,421.98,0,69.3598877862923,1809.4496445001191
1,1719481779,-21.47,50.16,-17.709999999999994,422.42,0,69.26039028463404,1816.0433864948093
1,1719481780,-21.379999999999995,49.7,-17.549999999999997,423.0,0,69.0138952408667,1821.347059528701
1,1719481781,-21.299999999999997,49.29,-17.409999999999997,423.52,0,68.77543680595626,1825.5144038090118
1,1719481782,-21.239999999999995,48.93,-17.33,424.1,0,68.37613134051239,1821.9218336411802
1,1719481783,-21.159999999999997,48.58,-17.230000000000004,424.56,0,67.98532641808531,1822.189200127808
1,1719481784,-21.120000000000005,48.38,-17.129999999999995,425.02,0,68.03954610831582,1828.028678124632
1,1719481785,-21.049999999999997,48.02,-17.049999999999997,425.64,0,67.57584237230006,1823.9853550021735
1,1719481786,-21.0,47.5,-16.97,426.04,0,67.00247305635786,1814.6616469061298
1,1719481787,-20.959999999999994,47.68,-16.89,426.64,0,67.47413711911689,1831.2477743366
1,1719481788,-20.89,48.04,-16.799999999999997,427.26,0,68.08308277405033,1856.3873218377812
1,1719481789,-20.799999999999997,48.11,-16.709999999999994,427.56,0,68.16358351058214,1871.8660601811798
1,1719481790,-20.730000000000004,48.18,-16.61,428.26,0,68.41962382030104,1887.273903951002
1,1719481791,-20.700000000000003,48.25,-16.519999999999996,428.66,0,68.85709219843574,1902.5372699355255
1,1719481792,-20.629999999999995,48.27,-16.439999999999998,429.16,0,68.92817387895381,1913.8735807282965
1,1719481793,-20.599999999999994,48.02,-16.39,429.66,0,68.67931236540578,1909.6905160199672
1,1719481794,-20.709999999999994,46.58,-16.379999999999995,430.14,0,67.31368973336441,1851.7941143597996
1,1719481795,-20.849999999999994,45.54,-16.370000000000005,430.98,0,66.67013147571562,1808.3499318304737
1,1719481796,-20.959999999999994,44.52,-16.14,431.5,0,67.07577960558895,1799.876349955713
1,1719481797,-20.799999999999997,43.86,-15.939999999999998,432.0,0,66.26355700058436,1800.8587098980843
1,1719481798,-20.799999999999997,44.13,-15.980000000000004,432.36,0,66.45013118871006,1804.432024286831
1,1719481799,-20.480000000000004,45.25,-15.980000000000004,433.22,0,66.27427743721613,1846.6325500323678
1,1719481800,-20.129999999999995,46.65,-16.03,433.76,0,66.01566651188242,1893.5943501884674
1,1719481801,-20.049999999999997,47.25,-15.950000000000003,434.38,0,66.84854738330588,1928.0615284301264
1,1719481802,-19.959999999999994,47.5,-15.870000000000005,435.0,0,67.128166652675,1948.4498909277065
1,1719481803,-19.980000000000004,47.77,-15.819999999999993,435.46,0,67.90748944140465,1965.6345002477187
1,1719481804,-19.909999999999997,47.7,-15.769999999999996,436.0,0,67.68099870570317,1968.4826559433059
1,1719481805,-19.849999999999994,47.45,-15.700000000000003,436.64,0,67.36982199556299,1966.6816040634162
1,1719481806,-19.75,47.13,-15.620000000000005,437.06,0,66.78425796610541,1964.5256926710802
1,1719481807,-19.659999999999997,46.88,-15.530000000000001,437.66,0,66.41185699464872,1966.0356085801013
1,1719481808,-19.58,46.7,-15.480000000000004,438.26,0,65.97676653443978,1963.9160392552692
1,1719481809,-19.519999999999996,46.31,-15.400000000000006,438.72,0,65.5223116680046,1958.385821591984
1,1719481810,-19.459999999999994,45.84,-15.329999999999998,439.22,0,64.89921409234954,1947.5251571574934
